"","V1","V2","V3","lat","lon"
"6583","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"6584","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6585","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6586","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6587","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6588","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6589","Systems Planning and Analysis","Summer Internship/Engineering (SOSD/SPMG)","Alexandria, VA  ",38.80484,-77.04692
"6590","NikSoft","Project Manager","Lorton, VA",38.692865,-77.204031
"6591","Allan Myers","Project Manager","Glen Allen, VA",37.531296,-77.416103
"6592","RCT-Systems","Systems Engineer","Fairfax County, VA",38.740054,-77.189796
"6593","General Dynamics Mission Systems","Software Engineering Intern (PAID)","Fairfax, VA",38.83469,-77.27622
"6594","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6595","Brilliance Publishing","Support Engineer","Herndon, VA",38.983887,-77.367457
"6596","EOIR Technologies","Electro-Optical Infrared Engineer","Fort Belvoir, VA",38.714562,-77.167886
"6597","ALTA IT Services LLC","Systems Engineer","Merrifield, VA ",38.873861,-77.234454
"6598","VERSAR","CIVIL ENGINEER MANAGER","Dulles, VA",39.002125,-77.442066
"6599","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6600","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6601","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6602","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6603","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6604","Systems Planning and Analysis","Summer Internship/Engineering (SOSD/SPMG)","Alexandria, VA  ",38.80484,-77.04692
"6605","NikSoft","Project Manager","Lorton, VA",38.692865,-77.204031
"6606","Allan Myers","Project Manager","Glen Allen, VA",37.531296,-77.416103
"6607","RCT-Systems","Systems Engineer","Fairfax County, VA",38.740054,-77.189796
"6608","General Dynamics Mission Systems","Software Engineering Intern (PAID)","Fairfax, VA",38.83469,-77.27622
"6609","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6610","Brilliance Publishing","Support Engineer","Herndon, VA",38.983887,-77.367457
"6611","EOIR Technologies","Electro-Optical Infrared Engineer","Fort Belvoir, VA",38.714562,-77.167886
"6612","ALTA IT Services LLC","Systems Engineer","Merrifield, VA ",38.873861,-77.234454
"6613","VERSAR","CIVIL ENGINEER MANAGER","Dulles, VA",39.002125,-77.442066
"6614","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6615","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6616","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6617","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6618","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6619","Valytics LLC","Software Testers and Test Engineers - Intermediate Level - U...","McLean, VA",38.935202,-77.18672
"6620","LGS Innovations","Junior Systems Engineer","Dulles, VA",39.002125,-77.442066
"6621","Itek Construction Inc.","Assistant Project Manager/Bid Coordinator","Herndon, VA ",38.983887,-77.367457
"6622","Apogee Integration, LLC","Enterprise Product Quality Engineer","Chantilly, VA",38.88668,-77.44566
"6623","Millennium Corporation","Test Engineer","Alexandria, VA  ",38.80484,-77.04692
"6624","ENSCO, Inc.","Industrial Control Systems Reverse Engineer","Springfield, VA ",38.704562,-78.446119
"6625","Prism, Inc","Wintel Engineer (part time/remote support)","Arlington, VA",37.283482,-77.294978
"6626","Lumos Networks","NOC Engineer II","Richmond, VA",37.626617,-77.492834
"6627","Six3 Systems","Systems Engineer, Mid","Virginia",NA,NA
"6628","Perrigo","Quality Assurance Engineer","Charlottesville, VA",38.087663,-78.556765
"6629","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6630","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6631","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6632","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6633","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6634","Salient CRGT","Document Control Specialist 1/2 (Declassification/All Source...","Arlington, VA",37.283482,-77.294978
"6635","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"6636","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"6637","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"6638","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6639","Harris Corporation","Intern/Co-op D","Herndon, VA",38.983887,-77.367457
"6640","SAIC","Geographic Information Systems (GIS) Analyst Intern Job","Chantilly, VA ",38.88668,-77.44566
"6641","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"6642","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"6643","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"6644","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6645","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6646","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6647","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6648","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6649","Vencore","Senior Engineer","Arlington, VA",37.283482,-77.294978
"6650","Perrigo","Quality Assurance Engineer","Charlottesville, VA",38.087663,-78.556765
"6651","Jacobs","Material Inspector","Richmond, VA",37.626617,-77.492834
"6652","Tenneco Inc.","Engineering/Maintenance Manager","Harrisonburg, VA",38.422777,-78.877137
"6653","TeleniX","Requirements Engineer","Chantilly, VA",38.88668,-77.44566
"6654","ENSCO, Inc.","Industrial Control Systems Reverse Engineer","Springfield, VA ",38.704562,-78.446119
"6655","Vencore","Systems Engineer IV","Reston, VA",38.96146,-77.3418
"6656","Toray Plastics (America), Inc.","Process Engineer II","Front Royal, VA",38.928308,-78.174537
"6657","Dell","Test Engineer Virginia\DC","Mechanicsville, VA",37.628179,-77.281955
"6658","Cymer","Eng 2, Field Service","Korea, VA",37.443714,-80.516094
"6659","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6660","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6661","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6662","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6663","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6664","Luna Innovations Incorporated","Student - Biomaterials Intern","Charlottesville, VA ",38.087663,-78.556765
"6665","Salient CRGT","Document Control Specialist 1/2 (Declassification/All Source...","Arlington, VA",37.283482,-77.294978
"6666","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"6667","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"6668","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"6669","Harris Corporation","Intern/Co-op D","Herndon, VA",38.983887,-77.367457
"6670","SAIC","Geographic Information Systems (GIS) Analyst Intern Job","Chantilly, VA ",38.88668,-77.44566
"6671","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"6672","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"6673","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"6674","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6675","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6676","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6677","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6678","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6679","BAE Systems","Control Systems Intern","Radford, VA ",37.119732,-80.556541
"6680","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"6681","Northrop Grumman","College Intern Technical","Lorton, VA ",38.692865,-77.204031
"6682","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"6683","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"6684","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"6685","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6686","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"6687","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"6688","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"6689","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6690","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6691","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6692","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6693","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6694","Raytheon","SOC, CSIOC, CIRT Junior Analyst","Herndon, VA ",38.983887,-77.367457
"6695","Navy Federal Credit Union","Branch Facility Property Manager II","Merrifield, VA ",38.873861,-77.234454
"6696","Luna Innovations Incorporated","Student - Biomaterials Intern","Charlottesville, VA ",38.087663,-78.556765
"6697","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"6698","Harris Corporation","Intern/Co-op D","Herndon, VA",38.983887,-77.367457
"6699","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"6700","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"6701","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"6702","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"6703","Engility Corporation","Data Transport Systems Engineer","Reston, VA ",38.96146,-77.3418
"6704","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6705","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6706","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6707","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6708","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6709","Dell","Test Engineer Virginia\DC","Mechanicsville, VA",37.628179,-77.281955
"6710","Clarabridge","Systems Engineer","Reston, VA",38.96146,-77.3418
"6711","ABB","Mechanical Designer","South Boston, VA",36.679767,-78.952947
"6712","Barrister Global Services Network, Inc.","USPS-Engineer II, Public Trust or Secret Clearance|Tier II","Alexandria, VA",38.80484,-77.04692
"6713","Northrop Grumman","Project Manager 1","Chantilly, VA",38.88668,-77.44566
"6714","Amazon Corporate LLC","Systems Engineer","Herndon, VA",38.983887,-77.367457
"6715","ENSCO, Inc.","Field Service Engineer","Springfield, VA ",38.704562,-78.446119
"6716","Alltech International","Integration Engineer","Herndon, VA",38.983887,-77.367457
"6717","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6718","Dewberry","Interns: Civil Engineer (Water Resources/Environmental)","Fairfax, VA ",38.83469,-77.27622
"6719","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6720","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6721","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6722","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6723","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6724","Systems Planning and Analysis","Summer Internship/Engineering (SOSD/SPMG)","Alexandria, VA  ",38.80484,-77.04692
"6725","NikSoft","Project Manager","Lorton, VA",38.692865,-77.204031
"6726","Allan Myers","Project Manager","Glen Allen, VA",37.531296,-77.416103
"6727","RCT-Systems","Systems Engineer","Fairfax County, VA",38.740054,-77.189796
"6728","General Dynamics Mission Systems","Software Engineering Intern (PAID)","Fairfax, VA",38.83469,-77.27622
"6729","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6730","Brilliance Publishing","Support Engineer","Herndon, VA",38.983887,-77.367457
"6731","EOIR Technologies","Electro-Optical Infrared Engineer","Fort Belvoir, VA",38.714562,-77.167886
"6732","ALTA IT Services LLC","Systems Engineer","Merrifield, VA ",38.873861,-77.234454
"6733","VERSAR","CIVIL ENGINEER MANAGER","Dulles, VA",39.002125,-77.442066
"6734","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6735","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6736","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6737","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6738","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6739","Systems Planning and Analysis","Summer Internship/Engineering (SOSD/SPMG)","Alexandria, VA  ",38.80484,-77.04692
"6740","NikSoft","Project Manager","Lorton, VA",38.692865,-77.204031
"6741","Allan Myers","Project Manager","Glen Allen, VA",37.531296,-77.416103
"6742","RCT-Systems","Systems Engineer","Fairfax County, VA",38.740054,-77.189796
"6743","General Dynamics Mission Systems","Software Engineering Intern (PAID)","Fairfax, VA",38.83469,-77.27622
"6744","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6745","Brilliance Publishing","Support Engineer","Herndon, VA",38.983887,-77.367457
"6746","EOIR Technologies","Electro-Optical Infrared Engineer","Fort Belvoir, VA",38.714562,-77.167886
"6747","ALTA IT Services LLC","Systems Engineer","Merrifield, VA ",38.873861,-77.234454
"6748","VERSAR","CIVIL ENGINEER MANAGER","Dulles, VA",39.002125,-77.442066
"6749","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6750","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6751","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6752","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6753","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6754","Systems Planning and Analysis","Summer Internship/Engineering (SOSD/SPMG)","Alexandria, VA  ",38.80484,-77.04692
"6755","NikSoft","Project Manager","Lorton, VA",38.692865,-77.204031
"6756","Allan Myers","Project Manager","Glen Allen, VA",37.531296,-77.416103
"6757","RCT-Systems","Systems Engineer","Fairfax County, VA",38.740054,-77.189796
"6758","General Dynamics Mission Systems","Software Engineering Intern (PAID)","Fairfax, VA",38.83469,-77.27622
"6759","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6760","Brilliance Publishing","Support Engineer","Herndon, VA",38.983887,-77.367457
"6761","EOIR Technologies","Electro-Optical Infrared Engineer","Fort Belvoir, VA",38.714562,-77.167886
"6762","ALTA IT Services LLC","Systems Engineer","Merrifield, VA ",38.873861,-77.234454
"6763","VERSAR","CIVIL ENGINEER MANAGER","Dulles, VA",39.002125,-77.442066
"6764","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6765","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6766","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6767","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6768","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6769","Salient CRGT","Document Control Specialist 1/2 (Declassification/All Source...","Arlington, VA",37.283482,-77.294978
"6770","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"6771","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"6772","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"6773","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6774","Harris Corporation","Intern/Co-op D","Herndon, VA",38.983887,-77.367457
"6775","SAIC","Geographic Information Systems (GIS) Analyst Intern Job","Chantilly, VA ",38.88668,-77.44566
"6776","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"6777","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"6778","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"6779","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6780","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6781","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6782","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6783","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6784","Hyatt","Shift Engineer","Arlington, VA",37.283482,-77.294978
"6785","Alion Science and Technology","Systems Engineer Asc","Norfolk, VA ",36.895911,-76.208521
"6786","Arevo Group","Manufacturing Engineer","Salem, VA",36.789593,-76.124657
"6787","Barrister Global Services Network, Inc.","USPS-Engineer II, Public Trust or Secret Clearance|Tier II","Alexandria, VA",38.80484,-77.04692
"6788","DYSS","Presales Systems Engineer","Virginia Beach, VA",36.844004,-76.12036
"6789","National Aeronautics and Space Administration","NASA's Pathways Intern Employment Program (Mathematics and S...","Hampton, VA",37.072658,-76.38992
"6790","comScore","Systems Engineer","Reston, VA",38.96146,-77.3418
"6791","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"6792","Northrop Grumman","Project Manager 1","Chantilly, VA",38.88668,-77.44566
"6793","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6794","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6795","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6796","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6797","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6798","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6799","Dell","Test Engineer Virginia\DC","Mechanicsville, VA",37.628179,-77.281955
"6800","Clarabridge","Systems Engineer","Reston, VA",38.96146,-77.3418
"6801","ABB","Mechanical Designer","South Boston, VA",36.679767,-78.952947
"6802","Barrister Global Services Network, Inc.","USPS-Engineer II, Public Trust or Secret Clearance|Tier II","Alexandria, VA",38.80484,-77.04692
"6803","Northrop Grumman","Project Manager 1","Chantilly, VA",38.88668,-77.44566
"6804","Amazon Corporate LLC","Systems Engineer","Herndon, VA",38.983887,-77.367457
"6805","ENSCO, Inc.","Field Service Engineer","Springfield, VA ",38.704562,-78.446119
"6806","Alltech International","Integration Engineer","Herndon, VA",38.983887,-77.367457
"6807","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6808","Dewberry","Interns: Civil Engineer (Water Resources/Environmental)","Fairfax, VA ",38.83469,-77.27622
"6809","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6810","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6811","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6812","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6813","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6814","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"6815","Northrop Grumman","College Intern Technical","Lorton, VA ",38.692865,-77.204031
"6816","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"6817","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"6818","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"6819","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6820","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"6821","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"6822","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"6823","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"6824","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6825","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6826","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6827","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6828","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6829","Valytics LLC","Software Testers and Test Engineers - Intermediate Level - U...","McLean, VA",38.935202,-77.18672
"6830","LGS Innovations","Junior Systems Engineer","Dulles, VA",39.002125,-77.442066
"6831","Itek Construction Inc.","Assistant Project Manager/Bid Coordinator","Herndon, VA ",38.983887,-77.367457
"6832","Apogee Integration, LLC","Enterprise Product Quality Engineer","Chantilly, VA",38.88668,-77.44566
"6833","Millennium Corporation","Test Engineer","Alexandria, VA  ",38.80484,-77.04692
"6834","ENSCO, Inc.","Industrial Control Systems Reverse Engineer","Springfield, VA ",38.704562,-78.446119
"6835","Prism, Inc","Wintel Engineer (part time/remote support)","Arlington, VA",37.283482,-77.294978
"6836","Lumos Networks","NOC Engineer II","Richmond, VA",37.626617,-77.492834
"6837","Six3 Systems","Systems Engineer, Mid","Virginia",NA,NA
"6838","Perrigo","Quality Assurance Engineer","Charlottesville, VA",38.087663,-78.556765
"6839","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6840","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6841","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6842","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6843","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6844","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"6845","Northrop Grumman","College Intern Technical","Lorton, VA ",38.692865,-77.204031
"6846","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"6847","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"6848","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"6849","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6850","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"6851","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"6852","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"6853","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"6854","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6855","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6856","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6857","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6858","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6859","Systems Planning and Analysis","Summer Internship/Engineering (SOSD/SPMG)","Alexandria, VA  ",38.80484,-77.04692
"6860","NikSoft","Project Manager","Lorton, VA",38.692865,-77.204031
"6861","Allan Myers","Project Manager","Glen Allen, VA",37.531296,-77.416103
"6862","RCT-Systems","Systems Engineer","Fairfax County, VA",38.740054,-77.189796
"6863","General Dynamics Mission Systems","Software Engineering Intern (PAID)","Fairfax, VA",38.83469,-77.27622
"6864","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6865","Brilliance Publishing","Support Engineer","Herndon, VA",38.983887,-77.367457
"6866","EOIR Technologies","Electro-Optical Infrared Engineer","Fort Belvoir, VA",38.714562,-77.167886
"6867","ALTA IT Services LLC","Systems Engineer","Merrifield, VA ",38.873861,-77.234454
"6868","VERSAR","CIVIL ENGINEER MANAGER","Dulles, VA",39.002125,-77.442066
"6869","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6870","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6871","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6872","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6873","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6874","Vencore","Senior Engineer","Arlington, VA",37.283482,-77.294978
"6875","Perrigo","Quality Assurance Engineer","Charlottesville, VA",38.087663,-78.556765
"6876","Jacobs","Material Inspector","Richmond, VA",37.626617,-77.492834
"6877","Tenneco Inc.","Engineering/Maintenance Manager","Harrisonburg, VA",38.422777,-78.877137
"6878","TeleniX","Requirements Engineer","Chantilly, VA",38.88668,-77.44566
"6879","ENSCO, Inc.","Industrial Control Systems Reverse Engineer","Springfield, VA ",38.704562,-78.446119
"6880","Vencore","Systems Engineer IV","Reston, VA",38.96146,-77.3418
"6881","Toray Plastics (America), Inc.","Process Engineer II","Front Royal, VA",38.928308,-78.174537
"6882","Dell","Test Engineer Virginia\DC","Mechanicsville, VA",37.628179,-77.281955
"6883","Cymer","Eng 2, Field Service","Korea, VA",37.443714,-80.516094
"6884","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6885","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6886","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6887","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6888","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6889","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"6890","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"6891","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"6892","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
